"","Longitude","Latitude"
"1",12.094444,54.173889
"2",17.62367,58.80333
"3",17.62367,58.80333
"4",17.62367,58.80333
"5",17.62367,58.80333
"6",17.62367,58.80333
"7",17.62367,58.80333
"8",17.62367,58.80333
"9",16.20167,56.37083
"10",14.08333,55
"11",15.98333,55.25
"12",17.62367,58.80333
"13",17.62367,58.80333
"14",17.62367,58.80333
"15",17.62367,58.80333
"16",18.23333,58.58333
"17",18.23333,58.58333
"18",18.23333,58.58333
"19",18.23333,58.58333
"20",18.23333,58.58333
"21",17.62367,58.80333
"22",17.62367,58.80333
"23",18.23333,58.58333
"24",18.23333,58.58333
"25",18.23333,58.58333
"26",18.23333,58.58333
"27",17.62367,58.80333
"28",17.62367,58.80333
"29",17.62367,58.80333
"30",17.62367,58.80333
"31",18.23333,58.58333
"32",18.23333,58.58333
"33",18.23333,58.58333
"34",18.23333,58.58333
"35",16.20167,56.37083
"36",16.20167,56.37083
"37",18.23333,58.58333
"38",18.23333,58.58333
"39",18.23333,58.58333
"40",18.23333,58.58333
"41",17.62367,58.80333
"42",17.62367,58.80333
"43",12.11667,56.66667
"44",12.11667,56.66667
"45",12.21167,56.94
"46",12.21167,56.94
"47",18.549,62.09933
"48",18.549,62.09933
"49",18.26417,62.86367
"50",18.26417,62.86367
"51",16.20167,56.37083
"52",16.20167,56.37083
"53",18.23333,58.58333
"54",18.23333,58.58333
"55",18.23333,58.58333
"56",18.23333,58.58333
"57",17.62367,58.80333
"58",17.62367,58.80333
"59",18.23333,58.58333
"60",18.23333,58.58333
"61",18.23333,58.58333
"62",17.62367,58.80333
"63",17.62367,58.80333
"64",23.23317,65.16683
"65",19.819,63.49967
"66",19.819,63.49967
"67",19.80867,63.52467
"68",19.80867,63.52467
"69",18.5485,62.10017
"70",18.5485,62.10017
"71",18.95267,62.65283
"72",18.95267,62.65283
"73",18.2645,62.86333
"74",18.2645,62.86333
"75",11.702511,58.004048
"76",18.23333,58.58333
"77",18.23333,58.58333
"78",18.23333,58.58333
"79",18.23333,58.58333
"80",18.23333,58.58333
"81",18.23333,58.58333
"82",18.23333,58.58333
"83",18.23333,58.58333
"84",17.62367,58.80333
"85",17.62367,58.80333
"86",14.08333,55
"87",14.08333,55
"88",14.08333,55
"89",14.08333,55
"90",15.98333,55.25
"91",17.62367,58.80333
"92",17.62367,58.80333
